lineNumber,operator,travelCode,boardingTime,stationSrc,stationDst
667,EGGED,3,16:50,ALFE-MENASHE,JERUSALEM
814,EGGED,2,10:25,YAD-HANNA,ZETAN
601,EGGED,1,19:25,UQBI-(BANU-UQBA),TUBA-ZANGARIYYE
685,SUPERBUS,2,18:30,GE'ULIM,BETAR-ILLIT
3,TNUFA,7,14:05,QIRYAT-SHEMONA,KISRA-SUMEI
945,METROPOLIN,2,20:05,GEVA,EVEN-SHEMU'EL
996,EGGED,2,17:15,GEVAR'AM,GANNE-HADAR
183,EGGED,1,03:40,PEZA'EL,BET-YIZHAQ-SH.-HEFER
852,AFIKIM,1,23:35,HODAYOT,GANNE-TIQWA
12,KAVIM,7,03:00,TUBA-ZANGARIYYE,SEDE-ZEVI
947,TNUFA,9,19:25,ME'IR-SHEFEYA,KEFAR-SZOLD
26,METROPOLIN,1,05:50,NEZER-SERENI,ZIMRAT
443,TNUFA,1,10:00,AFIQ,BET-ME'IR
793,KAVIM,1,06:30,KAFAR-YASIF,YODEFAT
470,METROPOLIN,1,06:40,ALUMIM,RAVID
632,AFIKIM,2,18:10,LOD,HAZROT-YASAF
973,METROPOLIN,3,18:05,HAOGEN,SHOQEDA
479,DAN,8,12:45,GEVA-BINYAMIN,SHOMERIYYA
670,KAVIM,9,10:00,EN-HAEMEQ,BAT-AYIN
237,AFIKIM,8,10:30,GIV'AT-SHEMESH,NAHSHONIM
726,SUPERBUS,1,08:20,BET-NIR,RAQEFET
548,EGGED,2,19:35,HAZROT-KOAH,RISHPON
975,KAVIM,9,23:25,TUBA-ZANGARIYYE,YEHUD-MONOSON
188,AFIKIM,2,00:10,BE'ER-TUVEYA,MIKHMORET
83,KAVIM,2,06:55,GADISH,TIRE
799,TNUFA,7,14:45,GIV'AT-HASHELOSHA,GESHER-HAZIW
977,METROPOLIN,1,03:25,HAGGAI,ELYASHIV
773,EGGED,5,01:45,RANNEN,BITAN-AHARON
177,TNUFA,2,21:45,NETIV-HASHAYYARA,SEDE-NIZZAN
355,METROPOLIN,7,06:45,SHAFIR,ZE'ELIM
910,SUPERBUS,4,00:35,HAZORE'IM,YAD-HASHEMONA
831,AFIKIM,4,04:00,HAZAV,AMIRIM
794,METROPOLIN,3,13:10,YEDIDYA,ELQANA
116,DAN,8,21:55,NEWE-ZOHAR,RUMAT-HEIB
261,SUPERBUS,2,12:15,REKHASIM,REGAVIM
918,EGGED,5,01:05,BERAKHA,HADERA
704,KAVIM,6,19:55,RAMAT-RAHEL,BET-YIZHAQ-SH.-HEFER
733,DAN,9,13:00,REVIVIM,MIQWE-YISRA'EL
289,KAVIM,5,23:50,ZERUFA,ZEKHARYA
212,TNUFA,5,12:45,KHAWALED,EIN-RAFA
677,SUPERBUS,3,08:00,YAQUM,MERHAVYA(QIBBUZ)
843,KAVIM,8,06:25,BET-HANAN,AVNE-ETAN
732,DAN,2,08:30,NIR-YIZHAQ,PARAN
341,METROPOLIN,8,19:00,SHARSHERET,AMAZYA
77,AFIKIM,9,07:55,RAMLA,BAT-AYIN
241,METROPOLIN,4,09:35,MISGAV-DOV,EVEN-MENAHEM
962,KAVIM,2,10:45,HAMADYA,KEFAR-YA'BEZ
628,DAN,6,13:10,BET-ZEVI,SA'WA
475,KAVIM,4,22:30,NO'AM,KISSUFIM
164,METROPOLIN,9,01:50,TALME-EL'AZAR,QELA
514,AFIKIM,4,16:45,AVIHAYIL,MOZA-ILLIT
928,EGGED,2,20:00,AFIQ,GAN-NER
227,AFIKIM,7,23:00,BET-SHIQMA,ZUR-HADASSA
168,EGGED,7,20:00,GILAT,MIQWE-YISRA'EL
143,AFIKIM,2,06:40,ATLIT,SHORASHIM
313,EGGED,3,05:05,KEREM-YAVNE(YESHIVA),GAN-YOSHIYYA
969,SUPERBUS,2,17:55,ME-AMMI,ROTEM
90,EGGED,6,01:10,KEFAR-URIYYA,SAWA'ID(HAMRIYYE)
341,TNUFA,4,19:35,LAVON,HAON
152,TNUFA,5,12:25,DOVEV,HARARIT
558,TNUFA,7,22:10,YODEFAT,SHORESH
818,TNUFA,3,16:30,LEHAVIM,ESHKOLOT
802,METROPOLIN,8,02:45,ENAV,NEWE-ILAN
309,DAN,9,17:55,NIR-MOSHE,TAMRA-(YIZRE'EL)
492,EGGED,8,16:25,GADISH,GAL'ON
283,AFIKIM,1,03:35,LOTEM,BAT-HADAR
749,AFIKIM,8,07:05,GINNATON,NEWE-ATIV
552,DAN,7,02:30,HURFEISH,QUDEIRAT-AS-SANI
457,EGGED,2,03:25,MA'ALE-GAMLA,ESHHAR
357,KAVIM,2,16:20,YAHEL,OR-HANER
931,KAVIM,2,19:40,HAR-AMASA,TEL-SHEVA
853,EGGED,8,10:15,YARHIV,SHLOMIT
556,KAVIM,1,19:55,SHAMERAT,OZEM
526,DAN,9,01:40,EN-HAROD(ME'UHAD),MA'ALE-AMOS
839,EGGED,6,07:55,BRUKHIN,BARAQ
932,METROPOLIN,8,05:20,EN-YAHAV,LI-ON
20,AFIKIM,2,13:20,YESHA,SEDE-ZEVI
817,DAN,3,06:25,HAYOGEV,MIGDAL-HAEMEQ
810,TNUFA,5,15:10,SHEKHANYA,REHOVOT
232,METROPOLIN,8,04:35,SHOQEDA,KEFAR-HOSHEN
137,TNUFA,6,18:30,QIRYAT-ONO,KEFAR-HANAGID
89,METROPOLIN,7,14:00,SHAFIR,TEL-SHEVA
591,TNUFA,9,11:00,NO'AM,JUDEIDE-MAKER
284,SUPERBUS,8,15:15,NEHALIM,PEQI'IN-HADASHA
982,KAVIM,4,07:40,TUBA-ZANGARIYYE,KEREM-SHALOM
673,KAVIM,4,05:45,NETU'A,KAFAR-KAMA
855,TNUFA,6,10:25,KEFAR-MENAHEM,NIR-EZYON
586,AFIKIM,9,07:50,HAR'EL,KEFAR-ROZENWALD(ZAR.
939,TNUFA,2,04:55,NIR-ELIYYAHU,ZOFIYYA
789,DAN,7,11:35,QEDUMIM,KEFAR-EZYON
602,DAN,9,23:45,SA'AR,BARQAY
45,KAVIM,5,11:25,REWAYA,SHEDEMA
201,KAVIM,9,06:10,BET-SHE'ARIM,EIN-RAFA
418,EGGED,9,04:40,ZUR-NATAN,KISHOR
617,METROPOLIN,8,05:15,KEMEHIN,GIZO
332,DAN,8,05:00,SEDE-ILAN,HOLIT
54,SUPERBUS,2,07:40,NETA,MEISER
965,KAVIM,4,21:00,ZETAN,SEDE-ZEVI
963,EGGED,3,02:45,KEFAR-ADUMMIM,ASHDOT-YA'AQOV(ME'UH
765,SUPERBUS,4,16:15,NIZZANA-(QEHILAT-HIN,KADDITA
614,EGGED,6,12:35,SEDE-ZEVI,MASKIYYOT
45,TNUFA,9,06:00,BET-HILLEL,DISHON
709,SUPERBUS,7,20:25,PEQI'IN-HADASHA,KEFAR-AVIV
233,AFIKIM,7,01:15,EN-WERED,KEREM-BEN-SHEMEN
932,TNUFA,8,01:20,MIDRESHET-RUPPIN,KEFAR-AHIM
229,KAVIM,1,01:50,NIR-BANIM,ZIV'ON
525,METROPOLIN,2,13:15,AL-ARYAN,PEDAYA
718,EGGED,2,08:45,KEFAR-MONASH,KEFAR-MAYMON
156,DAN,4,19:20,NOFIM,ASERET
135,TNUFA,8,12:25,MAZOR,MA'ALE-SHOMERON
54,DAN,9,09:25,ABU-SINAN,KEFAR-HOSHEN
416,KAVIM,3,02:35,BET-YANNAY,NEWE-UR
260,AFIKIM,4,07:10,MIVTAHIM,QORANIT
34,KAVIM,9,22:05,HEREV-LE'ET,ELYASHIV
746,TNUFA,8,13:15,YOTVATA,DEVORA
611,METROPOLIN,6,02:00,AVITAL,NEHALIM
244,KAVIM,3,16:35,ASHDOT-YA'AQOV(IHUD),ZIKHRON-YA'AQOV
439,SUPERBUS,4,14:05,MORAN,ELAT
501,TNUFA,6,20:30,HURA,HARDUF
385,EGGED,2,03:05,LIVNIM,BAT-AYIN
743,DAN,9,17:45,ZUFIN,BET-UZZI'EL
223,EGGED,5,13:20,ZOFIYYA,KA'ABIYYE-TABBASH-HA
310,EGGED,8,22:15,BET-HERUT,YAVNE'EL
424,METROPOLIN,7,21:00,GIV'AT-SHEMU'EL,KEFAR-TAPPUAH
131,TNUFA,1,08:25,GIV'AT-AVNI,SEDE-YA'AQOV
150,KAVIM,9,13:10,OTNI'EL,MEHOLA
422,KAVIM,7,16:15,AHITUV,EL-ROM
850,DAN,8,08:15,KERAMIM,HURFEISH
927,KAVIM,4,13:25,MIKHMANNIM,MEHOLA
852,DAN,6,02:10,AVI'EL,QIRYAT-GAT
767,SUPERBUS,6,23:10,KEMEHIN,BEER-GANNIM
632,AFIKIM,7,20:10,AL-AZY,EN-HAEMEQ
744,KAVIM,4,22:00,EFRAT,MIZPE-SHALEM
357,EGGED,6,15:45,KEFAR-HAORANIM,BET-YOSEF
656,TNUFA,7,20:00,SHEZOR,MISHMAR-AYYALON
883,METROPOLIN,9,15:40,EN-HAROD-(IHUD),BET-ME'IR
726,METROPOLIN,9,13:05,A'SAM,KEFAR-HARO'E
761,DAN,1,12:45,EN-ZURIM,NAHSHON
450,KAVIM,1,14:50,QIRYAT-BIALIK,KEFAR-GALLIM
871,METROPOLIN,8,23:00,KEFAR-GIL'ADI,ELON-MORE
540,SUPERBUS,6,11:45,QADDARIM,ASHDOT-YA'AQOV(ME'UH
535,KAVIM,4,06:55,HAZOR-HAGELILIT,YAGUR
706,DAN,7,00:05,ITAMAR,KABRI
555,KAVIM,3,19:50,GIV'ON-HAHADASHA,HASHMONA'IM
736,SUPERBUS,6,00:45,KEFAR-TRUMAN,TEL-MOND
480,DAN,6,23:45,MARGALIYYOT,SHIBBOLIM
832,AFIKIM,6,10:05,TIMRAT,YAD-HANNA
375,EGGED,7,23:10,WARDON,BASMA
494,TNUFA,6,14:50,GIV'AT-YO'AV,LUZIT
289,SUPERBUS,1,13:05,MAHANAYIM,ELYAQIM
265,DAN,2,03:10,MORESHET,SHEQEF
612,METROPOLIN,3,16:55,BET-BERL,HUJEIRAT-(DAHRA)
451,METROPOLIN,4,16:05,SAMAR,SHIZZAFON
870,KAVIM,3,19:40,TAMRA-(YIZRE'EL),AHITUV
962,KAVIM,7,12:25,SHOSHANNAT-HAAMAQIM,KEFAR-SHEMU'EL
965,SUPERBUS,8,18:20,ASHDOD,KAFAR-KAMA
867,AFIKIM,1,21:00,NATAF,TEL-YIZHAQ
911,DAN,7,06:55,TIRAT-YEHUDA,HOD-HASHARON
745,KAVIM,2,21:20,KEFAR-GLIKSON,KEFAR-WERADIM
475,EGGED,4,01:50,NAHARIYYA,SA'AR
272,DAN,8,06:40,SAWA'ID-(KAMANE),ZIQIM
759,AFIKIM,6,03:15,LAPPID,LUZIT
707,METROPOLIN,9,08:05,BALFURIYYA,TEL-YIZHAQ
910,AFIKIM,8,04:40,GEVIM,GIV'AT-KOAH
825,AFIKIM,8,09:05,LOD,AHIHUD
42,TNUFA,9,04:10,KAFAR-MANDA,ASHDOT-YA'AQOV(IHUD)
30,DAN,2,07:00,ORTAL,MISGAV-DOV
266,DAN,3,18:30,EN-HABESOR,ATSMON-SEGEV
545,METROPOLIN,4,23:35,BAQA-AL-GHARBIYYE,TEQUMA
687,EGGED,8,21:35,QIRYAT-YAM,EZUZ
818,TNUFA,9,14:30,YAFIT,ZELAFON
905,METROPOLIN,9,14:55,SHIBLI,MOZA-ILLIT
952,DAN,8,13:15,ALMOG,ORANIT
172,DAN,7,10:35,REGBA,BEER-GANNIM
243,DAN,4,18:25,LOTEM,SEDE-TERUMOT
249,AFIKIM,9,00:20,ASAD,NETIV-HALAMED-HE
548,TNUFA,5,06:35,MESILLOT,YAZIZ
880,AFIKIM,2,07:45,ROTEM,KARME-QATIF
963,KAVIM,7,12:15,HAYOGEV,ZE'ELIM
234,AFIKIM,5,00:40,GANNE-TIQWA,AR'ARA
854,AFIKIM,4,10:50,MEFALLESIM,BET-SHE'ARIM
160,KAVIM,4,10:05,MASSU'A,IDDAN
390,SUPERBUS,6,01:55,SEDE-ILAN,MESHAR
677,TNUFA,8,13:15,IRUS,PELEKH
328,KAVIM,5,05:55,GAN-HAYYIM,AVDON
749,EGGED,3,05:15,MEZADOT-YEHUDA,ZOFIYYA
846,AFIKIM,5,17:50,JALJULYE,NETIV-HASHAYYARA
736,KAVIM,8,15:25,MA'ALE-LEVONA,BET-QAMA
929,METROPOLIN,9,01:55,TIRAT-KARMEL,ALLON-SHEVUT
208,AFIKIM,9,03:10,SENIR,RUAH-MIDBAR
757,TNUFA,3,21:25,ZUR-NATAN,KOKHAV-YA'AQOV
502,AFIKIM,8,23:15,KISRA-SUMEI,MATTAT
769,METROPOLIN,2,08:50,RAMAT-ZEVI,YIFTAH
255,AFIKIM,8,15:55,MUGHAR,KEFAR-PINES
911,SUPERBUS,6,10:35,NIRIM,LAHAV
730,METROPOLIN,8,22:00,TAL-SHAHAR,METAV
757,TNUFA,2,20:15,KEFAR-EZYON,BENAYA
428,TNUFA,5,23:40,HAVAZZELET-HASHARON,NATAF
815,KAVIM,4,11:20,DEVORA,YAD-MORDEKHAY
405,AFIKIM,5,23:50,GELIL-YAM,GE'ULIM
268,AFIKIM,6,13:50,AFIQIM,SEDE-NAHUM
652,SUPERBUS,7,20:50,MIZPE-AVIV,ESHEL-HANASI
638,SUPERBUS,6,17:25,HAZAR-BE'EROTAYIM,TALMON
281,DAN,9,11:25,YAD-BINYAMIN,SAVYON
650,SUPERBUS,2,09:15,SHOHAM,YASHRESH
182,DAN,1,05:20,ZIMRAT,ZUR-HADASSA
818,TNUFA,7,09:40,KARE-DESHE,KEFAR-AVODA
442,AFIKIM,6,05:40,QIRYAT-MOTZKIN,EN-HASHELOSHA
23,KAVIM,6,06:15,MESHHED,NATAF
694,EGGED,3,15:10,DOROT,YUVALIM
65,EGGED,3,02:40,NEWE-ZOHAR,TAYIBE
111,KAVIM,3,13:35,TIDHAR,TUR'AN
723,DAN,2,03:45,MA'ALE-MIKHMAS,RE'IM
429,DAN,1,06:15,TEL-SHEVA,AHAWA
887,AFIKIM,4,04:55,NETANYA,BET-HANAN
256,EGGED,5,02:20,RAMAT-YISHAY,KARKOM
499,AFIKIM,6,11:45,EN-HAEMEQ,MANOT
994,DAN,9,09:25,HEMED,MIGDAL-OZ
589,DAN,2,16:20,HAZOREA,TUVAL
136,KAVIM,2,17:25,GADISH,KOKHAV-YA'AQOV
327,METROPOLIN,6,23:25,SHIBLI,RA'ANANA
2,DAN,3,10:15,ELIAV,REWAYA
520,KAVIM,5,09:35,GIV'ATI,RAMAT-YISHAY
502,KAVIM,3,04:05,SEGULA,HOLIT
971,AFIKIM,9,14:25,GANNOT,GID'ONA
795,DAN,8,01:40,TAL-SHAHAR,SHAVE-ZIYYON
853,EGGED,7,14:00,SHIM'A,OMEZ
541,KAVIM,8,01:45,UDIM,KAFAR-KANNA
220,AFIKIM,5,05:45,UZEIR,ELIFELET
274,METROPOLIN,9,16:55,RUMAT-HEIB,SAJUR
222,DAN,1,06:25,AFEINISH,YEHUD-MONOSON
710,AFIKIM,5,23:35,ATERET,TUSHIYYA
988,SUPERBUS,7,19:45,KEFAR-GALLIM,MISGAV-AM
732,EGGED,3,14:40,MESILLAT-ZIYYON,NIR-MOSHE
63,EGGED,4,17:45,AMMINADAV,TIRE
234,AFIKIM,2,19:30,ZUFIN,HOLIT
263,EGGED,5,18:55,BET-HAEMEQ,AYYELET-HASHAHAR
586,METROPOLIN,5,17:05,YITAV,KEFAR-MORDEKHAY
510,DAN,9,13:20,TEQUMA,QIRYAT-GAT
764,EGGED,1,03:20,GIV'AT-BRENNER,QELAHIM
622,KAVIM,7,12:35,MI'ELYA,PARDESIYYA
752,DAN,7,06:10,MA'AGAN-MIKHA'EL,MIZPE-YERIHO
316,DAN,6,11:50,TIBERIAS,PARDESIYYA
860,METROPOLIN,5,01:10,MA'AGAN,KEFAR-HANANYA
618,KAVIM,1,05:50,MOLEDET,TUSHIYYA
454,TNUFA,5,07:40,KEFAR-HAHORESH,TEL-TE'OMIM
951,TNUFA,7,23:35,ELIFELET,MIDRAKH-OZ
448,AFIKIM,6,22:55,JUNNABIB,HABONIM
638,EGGED,8,03:30,IR-OVOT,MA'AGAN
815,EGGED,9,12:20,MAHANE-TALI,EN-TAMAR
232,DAN,5,10:45,BET-HANAN,YESODOT
710,EGGED,1,18:10,GEZER,EYAL
809,KAVIM,9,18:40,TIMRAT,BET-DAGAN
809,METROPOLIN,5,14:35,ROSH-HAAYIN,NEWE-AVOT
458,TNUFA,5,00:20,HOLIT,KEFAR-HARO'E
343,AFIKIM,1,18:15,REWAYA,HAMRA
691,METROPOLIN,4,11:20,REWAYA,BET-HANAN
586,KAVIM,5,07:40,ASHALIM,PEZA'EL
388,KAVIM,4,23:35,MAKCHUL,QELAHIM
675,AFIKIM,6,18:10,NES-HARIM,SAWA'ID-(KAMANE)
864,SUPERBUS,4,15:05,JALJULYE,ABU-SINAN
953,EGGED,1,05:45,KEFAR-MENAHEM,SHILAT
676,TNUFA,9,05:20,AMIR,ELOT
133,KAVIM,7,23:05,AVTALYON,RUHAMA
499,DAN,8,20:40,USHA,QALYA
488,SUPERBUS,5,21:55,MAHANE-HILLA,ALUMIM
492,METROPOLIN,9,13:10,NO'AM,BAT-AYIN
466,TNUFA,7,04:45,EZUZ,EN-HAHORESH
947,SUPERBUS,9,13:40,QIRYAT-ONO,AVNE-ETAN
886,DAN,5,23:15,YAD-NATAN,SEDE-ILAN
303,METROPOLIN,7,11:05,MAZLIAH,EL-ROM
277,DAN,7,01:15,PORIYYA-KEFAR-AVODA,SEGULA
465,AFIKIM,5,02:45,ALUMMOT,RAMOT
82,KAVIM,5,17:55,RAMOT,ANI'AM
824,DAN,5,08:40,BENE-DAROM,NIZZAN
865,SUPERBUS,5,10:25,EIN-HOD,METULA
570,AFIKIM,9,23:30,NAZARETH,MEVO-HORON
671,DAN,3,12:30,SHEQEF,ATAWNE
449,METROPOLIN,4,03:35,ABU-AMRE,NAHAM
712,AFIKIM,1,12:55,HAZAV,ABU-SUREIHAN
672,KAVIM,7,22:25,TUVAL,MAHANE-YOKHVED
712,AFIKIM,8,11:05,JERUSALEM,LOHAME-HAGETA'OT
47,KAVIM,2,16:30,NASASRA,QELAHIM
572,EGGED,7,03:50,QEVUZAT-YAVNE,SAJUR
781,TNUFA,7,09:25,AMQA,QABBO'A
469,EGGED,9,13:30,YAVNE'EL,GEVIM
889,METROPOLIN,8,02:20,QORANIT,ADANIM
982,EGGED,8,02:40,NETU'A,TIDHAR
513,METROPOLIN,4,01:00,QIRYAT-MAL'AKHI,BET-UZZI'EL
582,SUPERBUS,1,08:40,REGAVIM,TA'OZ
6,EGGED,7,08:25,SAJUR,KEFAR-HANANYA
918,METROPOLIN,2,13:50,AMMINADAV,TELEM
295,KAVIM,7,13:50,KEFAR-SILVER,QORANIT
904,METROPOLIN,9,07:25,KEFAR-BILU,KEFAR-SHAMMAY
544,AFIKIM,2,22:40,SEDOT-YAM,GIV'AT-NILI
494,EGGED,8,12:40,EIN-HOD,PARDES-HANNA-KARKUR
924,SUPERBUS,6,15:15,ASHQELON,BET-YIZHAQ-SH.-HEFER
883,METROPOLIN,3,18:50,ZEFAT,QIRYAT-ARBA
786,EGGED,5,04:25,OR-HANER,GEVAR'AM
129,DAN,8,15:55,ZOVA,QIRYAT-SHELOMO
969,TNUFA,7,00:10,BEZET,MENUHA
686,AFIKIM,5,23:05,ELQANA,SUFA
134,TNUFA,2,17:30,BAZRA,GANNE-MODIIN
355,METROPOLIN,3,10:55,JAAT,QIRYAT-NETAFIM
821,METROPOLIN,4,05:30,SARID,MISHMAR-HAEMEQ
675,KAVIM,4,01:20,ROSH-HAAYIN,EIN-QINIYYE
560,METROPOLIN,1,15:20,KADDITA,METULA
451,KAVIM,7,03:40,NEWE-AVOT,BETAR-ILLIT
898,TNUFA,4,03:25,HELEZ,ESHTA'OL
202,KAVIM,3,20:25,MA'AGAN,MIZPE-SHALEM
622,AFIKIM,3,22:00,SEGEV-SHALOM,KARE-DESHE
949,AFIKIM,1,22:05,AFULA,BERAKHA
975,EGGED,8,19:40,YA'EL,AFEINISH
929,METROPOLIN,3,21:25,EN-ZIWAN,NEWE-UR
33,AFIKIM,5,04:50,DEGANYA-ALEF,BEREKHYA
368,KAVIM,6,19:00,YISH'I,GIV'AT-AVNI
991,TNUFA,4,00:05,EVEN-YEHUDA,ZEFAT
46,TNUFA,1,03:00,EN-WERED,KEFAR-BARUKH
672,SUPERBUS,4,06:45,NEGOHOT,AMIRIM
251,SUPERBUS,6,06:35,MA'YAN-BARUKH,EN-KAREM-B.S.HAQLA'I
611,METROPOLIN,1,08:35,SHA'ALVIM,AVNE-HEFEZ
951,DAN,8,14:00,BET-SHE'ARIM,NE'URIM
366,SUPERBUS,5,10:35,BE'ER-TUVEYA,DEMEIDE
102,AFIKIM,3,11:05,SHARONA,MEGIDDO
47,TNUFA,3,03:05,ALMON,GIV'ATAYIM
113,EGGED,4,17:40,BET-RIMMON,QADDARIM
895,EGGED,2,17:25,TAL-SHAHAR,KA'ABIYYE-TABBASH-HA
888,AFIKIM,7,05:05,HODAYOT,BET-RIMMON
314,TNUFA,1,01:45,QORANIT,EIN-NAQQUBA
616,EGGED,4,05:10,PA'AME-TASHAZ,KEFAR-AZZA
64,TNUFA,6,13:20,BET-EL'AZARI,ASHALIM
860,TNUFA,3,05:20,MAZLIAH,GAT-RIMMON
718,DAN,7,13:45,NIR-YIZHAQ,MA'BAROT
527,SUPERBUS,5,07:00,ZERAHYA,ZARZIR
215,KAVIM,4,03:25,LAPPID,BE'ER-MILKA
126,AFIKIM,8,06:35,HAZEVA,HAON
726,TNUFA,1,17:30,METULA,NIR-DAWID-(TEL-AMAL)
688,METROPOLIN,3,12:35,YAKHINI,DALTON
592,METROPOLIN,8,06:20,MA'ALE-SHOMERON,SHAMIR
346,EGGED,5,14:35,KAHAL,ARUGOT
509,KAVIM,4,22:30,MIZRA,NEWE-YAM
915,SUPERBUS,6,22:05,BAR-GIYYORA,BENE-RE'EM
266,SUPERBUS,8,15:40,BET-HERUT,PATTISH
697,AFIKIM,8,08:25,FUREIDIS,YATED
737,EGGED,2,03:40,HASHMONA'IM,NEWE-ATIV
180,DAN,6,23:05,BURGETA,YEROHAM
160,SUPERBUS,9,03:55,NIZZAN-B,TUR'AN
822,TNUFA,9,12:30,OHAD,MERAV
606,AFIKIM,6,21:50,HASOLELIM,TEL-ADASHIM
687,AFIKIM,9,18:30,SHEKHANYA,NOFIM
935,METROPOLIN,6,06:55,HAVAZZELET-HASHARON,KAFAR-QARA
716,AFIKIM,2,16:50,AFIQ,KEREM-SHALOM
584,DAN,9,14:25,MA'ALE-ADUMMIM,YE'AF
468,SUPERBUS,4,15:50,PERI-GAN,GHAJAR
120,KAVIM,4,02:05,MISHMAROT,MEVO-HAMMA
438,EGGED,5,22:00,ALMA,MERHAV-AM
153,DAN,2,02:00,SEDOT-MIKHA,ZARZIR
166,TNUFA,2,08:25,NAHAL-ESHBAL,MISHMAR-HAEMEQ
394,METROPOLIN,1,18:15,ROTEM,QIRYAT-YE'ARIM
306,TNUFA,4,13:55,GAN-HAYYIM,ILANIYYA
943,TNUFA,8,02:20,ADDIRIM,NEGOHOT
712,TNUFA,4,11:30,PORIYYA-NEWE-OVED,ZUR-HADASSA
205,SUPERBUS,9,12:10,KOKHAV-MIKHA'EL,QIRYAT-ANAVIM
917,EGGED,8,17:10,MASKIYYOT,QIRYAT-MOTZKIN
193,EGGED,7,03:45,BET-HAGADDI,MA'ALE-EFRAYIM
988,KAVIM,7,15:00,RUAH-MIDBAR,RA'ANANA
487,EGGED,9,20:15,TIRE,QELAHIM
19,EGGED,5,18:05,KEFAR-HASIDIM-ALEF,GIMZO
403,KAVIM,2,07:40,ASHERAT,GELIL-YAM
674,AFIKIM,8,15:40,NEWE-AVOT,RAMAT-GAN
583,TNUFA,1,22:05,ALE-ZAHAV,BAT-YAM
677,KAVIM,5,08:45,GIV'AT-SHEMU'EL,AVNE-ETAN
890,DAN,3,09:00,SHIZZAFON,YUVALIM
276,KAVIM,2,18:00,MIKHMANNIM,ME'ONA
237,DAN,2,10:00,AGUR,RAM-ON
224,METROPOLIN,3,20:45,ZIQIM,HOLIT
234,METROPOLIN,3,07:20,ASHDOT-YA'AQOV(IHUD),EN-TAMAR
268,EGGED,5,08:15,MAHANE-YOKHVED,YOQNE'AM(MOSHAVA)
838,TNUFA,7,18:20,KADDITA,ZABARGA
826,METROPOLIN,9,05:20,NEWE-DANIYYEL,ANI'AM
373,TNUFA,2,19:30,KEFAR-ZOHARIM,SEDE-MOSHE
232,KAVIM,8,12:05,HADAR-AM,YAD-NATAN
745,DAN,6,05:20,TALME-YOSEF,ROTEM
756,DAN,8,22:25,PETAH-TIQWA,KADDITA
775,EGGED,5,13:20,LAHAVOT-HABASHAN,TALMON
756,DAN,5,10:35,MISHMAR-HAEMEQ,HUQOQ
897,METROPOLIN,5,10:15,MAHANE-YATTIR,QIRYAT-GAT
68,KAVIM,7,20:25,ZUR-YIZHAQ,BET-EL
458,AFIKIM,2,07:35,SEDE-UZZIYYAHU,MIZPE-AVIV
562,EGGED,8,21:25,MIZPA,LAHAVOT-HAVIVA
476,DAN,4,03:50,MERON,EN-HOD
116,KAVIM,9,16:05,EZER,YOSHIVYA
896,SUPERBUS,4,14:50,EN-KARMEL,MASSADA
590,DAN,1,03:35,ZIMRAT,SHORESH
700,KAVIM,7,14:35,PORAT,ESHTA'OL
323,METROPOLIN,4,07:15,NEWE-SHALOM,BET-UZZI'EL
646,EGGED,7,23:35,SEDE-NAHUM,RAMAT-MAGSHIMIM
16,TNUFA,5,04:35,HUSSNIYYA,EN-YA'AQOV
366,EGGED,4,18:10,HIBBAT-ZIYYON,BAT-SHELOMO
431,METROPOLIN,8,04:50,AZRIQAM,ATAWNE
771,METROPOLIN,7,16:35,BET-HANAN,ASHDOD
276,EGGED,6,13:20,QESARIYYA,OFRA
607,TNUFA,9,05:20,YEROHAM,GAN-HASHOMERON
748,TNUFA,2,20:55,PA'AME-TASHAZ,DEIR-HANNA
465,AFIKIM,9,16:15,NAHAL-HEMDAT,BEER-GANNIM
188,METROPOLIN,2,10:15,ESHHAR,RE'IM
616,DAN,6,05:15,YIR'ON,KESALON
220,TNUFA,5,07:55,SHAHAR,MAHANE-HILLA
166,EGGED,5,06:50,KAFAR-KAMA,NES-AMMIM
16,METROPOLIN,5,14:55,JISH(GUSH-HALAV),SHIBLI
59,DAN,9,22:35,NETA'IM,NEWE-MIVTAH
773,SUPERBUS,6,08:45,ARRABE,MAHANE-YAFA
750,METROPOLIN,1,10:55,EN-HANAZIV,YANUV
278,DAN,2,11:25,QIDMAT-ZEVI,TENUVOT
376,TNUFA,6,18:20,GADISH,NIZZAN
788,AFIKIM,8,18:25,KEFAR-MENAHEM,MEFALLESIM
229,DAN,7,07:15,UZEIR,SHAFIR
362,TNUFA,5,19:20,MA'ALE-LEVONA,HAMA'PIL
363,AFIKIM,2,11:10,BAZRA,ZAVDI'EL
770,TNUFA,1,11:35,TENE,HARISH
998,KAVIM,1,05:45,SHALVA-BAMIDBAR,HASHMONA'IM
429,METROPOLIN,3,17:55,KEFAR-HABAD,EFRAT
799,METROPOLIN,1,07:10,NE'OT-MORDEKHAY,KAFAR-MISR
715,TNUFA,1,02:25,BAREQET,ALLON-SHEVUT
845,KAVIM,7,21:40,ZAFRIRIM,QARNE-SHOMERON
118,SUPERBUS,6,11:50,MERKAZ-SHAPPIRA,GESHER
912,SUPERBUS,9,17:30,ZAVDI'EL,SEGULA
276,METROPOLIN,6,03:10,SARID,KEREM-BEN-ZIMRA
445,DAN,7,12:00,QADIMA-ZORAN,DERIG'AT
